Rod_Length,Young_Modulus,Density,Damping_Coefficient,Boundary_Condition,Adhesive_Type,Total_Energy,Contact_Stress
1.35818015,171902000000.0,8560.385152,0.055021686,fixed-fixed,Epoxy,14564235.43,541109055.2982883
2.031061421,80503727708.0,3529.348049,0.047321507,free-free,Polyurethane,25059901.37,385078788.506773
0.672650851,25924414265.0,6449.612802,0.123860917,fixed-free,Silicone,1348798.015,88890828.59387028
0.716292162,5632344026.0,3885.629065,0.089634884,fixed-fixed,Epoxy,582823.5975,12052112.101285957
0.506269487,151082000000.0,4343.515088,0.177489312,free-free,Polyurethane,10106869.13,686041951.6587793
1.048550008,117504000000.0,5555.159595,0.181658247,fixed-free,Acrylic,11375470.18,334310403.6712918
1.111471412,138954000000.0,6998.90072,0.077018627,free-free,Polyurethane,10235968.84,156541580.25463808
0.967590705,39996104361.0,8386.127216,0.058474474,fixed-fixed,Silicone,2435678.953,52718777.65112933
1.823348166,28609937361.0,6503.729894,0.158058743,fixed-fixed,Acrylic,3694135.232,100550854.3056919
1.109688989,2843026938.0,3634.599542,0.06175703,fixed-fixed,Epoxy,352586.7286,3603872.7662319285
0.833096778,67772368279.0,3558.096013,0.160861297,fixed-fixed,Acrylic,8977817.505,301447049.989299
1.29523914,113396000000.0,6211.200542,0.090591152,fixed-free,Epoxy,11352397.58,204192315.2497046
0.721707065,80577720355.0,2581.962425,0.135379801,fixed-free,Epoxy,9510200.554,150659789.78132546
1.639784814,86149216510.0,1664.206447,0.02914768,free-free,Polyurethane,45497961.32,374285017.87608075
0.591548436,199023000000.0,3587.934229,0.126710558,fixed-fixed,Polyurethane,16597914.23,937771154.5400835
1.970500745,68269997776.0,2779.490108,0.097821166,free-free,Polyurethane,22300250.09,124556675.19198835
1.812296624,100654000000.0,3136.17655,0.13659644,fixed-free,Silicone,28350729.78,321356946.20051485
0.772132708,156937000000.0,2464.667341,0.045147377,fixed-fixed,Silicone,24186877.07,
0.472539431,76625506741.0,1246.936653,0.137901433,fixed-fixed,Polyurethane,15827516.43,345135544.14454514
1.771299007,117700000000.0,1181.099324,0.188441376,fixed-free,Silicone,95492040.87,326212559.55947345
1.610106234,173350000000.0,7957.355998,0.050212621,fixed-free,Acrylic,17660925.4,714731230.6368545
1.542300704,186308000000.0,3912.395686,0.030388054,fixed-free,Acrylic,37372016.21,927895454.7077773
,29382628874.0,3767.788593,0.014526414,fixed-free,Silicone,6463724.203,120830931.42786112
0.639694509,172429000000.0,5762.784451,0.139284704,fixed-free,Silicone,9158699.753,667887099.2635242
1.036307693,89041364707.0,2384.196839,0.120199359,fixed-fixed,Acrylic,20383564.54,362315756.5859529
0.702197421,50254417844.0,7502.069178,0.114971213,fixed-free,Epoxy,2314300.643,99450316.70481656
1.919300775,88521601630.0,6265.989543,0.058305289,fixed-fixed,Acrylic,12766018.08,376896967.79489124
1.526338714,192070000000.0,1605.607899,0.07892499,fixed-fixed,Acrylic,89495001.87,516756331.1467032
0.958431747,93103192587.0,3823.10462,0.128502991,fixed-free,Silicone,12209422.81,267962257.44129303
0.611648021,,7880.231088,0.107408985,fixed-free,Acrylic,2692986.958,
0.99328863,129721000000.0,7844.501126,0.196937979,fixed-fixed,Silicone,8109658.005,478607518.57936394
0.973193537,52633299687.0,4256.32165,0.033710957,fixed-free,Silicone,5488215.486,130318220.36615258
unknown,14454719002.0,5389.858591,0.157045852,fixed-free,Polyurethane,2486458.838,29019124.39352741
1.428506518,25357023889.0,2111.731048,0.085483685,fixed-free,Acrylic,8244734.758,33193128.508565113
1.834411707,24334530695.0,7640.965046,0.086290214,free-free,Epoxy,2741730.807,60858550.41054639
1.15884036,29364022149.0,2641.734222,0.146749618,fixed-fixed,Polyurethane,6619623.985,64465717.72106917
0.648891461,29190680379.0,7894.981159,0.144469814,free-free,Silicone,1217245.983,44787250.04941074
1.598544848,125106000000.0,5551.780902,0.209278608,fixed-free,Silicone,18927430.11,397270104.38876504
1.582128179,37042005546.0,4801.368589,0.035385011,free-free,Epoxy,5634620.955,138981141.18079865
1.293061643,72119768215.0,4703.68099,0.032959308,fixed-free,Silicone,9357705.158,335124476.3708665
1.743853335,173850000000.0,2723.302729,0.144095518,free-free,Acrylic,56622821.21,345160773.2044298
1.378956781,102177000000.0,2277.639715,0.125275762,fixed-free,Polyurethane,26157188.14,438779220.8776182
1.191436556,149121000000.0,,0.060172959,free-free,Silicone,34731992.01,395840962.8002234
1.058242,34201605871.0,2235.089783,0.024218264,free-free,Silicone,8729496.653,89618971.74830747
0.517770392,37303225130.0,6805.554689,0.025540824,free-free,Epoxy,1592684.933,165134063.75013694
0.678232711,7888953013.0,3458.755209,0.180312037,fixed-fixed,Acrylic,732264.7091,32381365.889447056
0.523678958,33436558386.0,1365.239675,0.04711601,free-free,Silicone,6131644.221,134201434.6329642
1.37859538,57333420734.0,7782.42959,0.078056818,fixed-fixed,Epoxy,5153318.552,108356276.13905898
0.968976531,37672326827.0,7063.500564,0.054770519,fixed-free,Silicone,2595637.626,51331123.56895575
1.174699387,18203509590.0,6878.566832,,free-free,Epoxy,1537924.439,32797202.86288527
1.806487589,,8388.964651,0.02603214,fixed-free,Epoxy,2946601.107,
0.854392459,97063200745.0,2132.6459,0.116943335,fixed-free,Acrylic,17693964.55,99494153.7015652
1.078127283,42362022145.0,3769.18794,0.022479817,free-free,Silicone,5875381.572,103301313.92473605
1.511460911,73351756198.0,5825.212915,0.151486099,fixed-fixed,Acrylic,9297152.158,225995128.80658093
0.860298415,105579000000.0,5889.442297,0.05160306,free-free,Epoxy,7207311.032,365847745.9867206
0.614738132,141030000000.0,2144.197445,0.111596137,fixed-free,Polyurethane,21548902.12,266934987.25820792
1.001354397,7463931859.0,6437.099096,0.177307982,fixed-free,Silicone,583166.4238,10229359.404010195
0.71942172,164132000000.0,2371.282842,0.132316575,free-free,Polyurethane,21982184.04,719139214.6991693
1.762724264,,2691.238596,0.102520195,fixed-fixed,Silicone,47394364.42,
1.623394771,16819738547.0,4917.800762,0.066914651,fixed-fixed,Acrylic,2643425.504,35686411.9121971
1.353343743,194629000000.0,5334.927887,0.076682682,fixed-free,Acrylic,25039016.37,338388433.4631766
unknown,176287000000.0,5190.329109,0.137684225,fixed-free,Acrylic,31574730.06,545335156.2382882
1.716689468,11794595716.0,1555.324551,0.202527868,fixed-fixed,Acrylic,6536174.903,57561436.185870394
0.724785565,55835640369.0,7264.796945,0.139583718,free-free,Acrylic,3075348.099,137061851.88768992
1.765526236,155014000000.0,2848.116558,0.112845265,fixed-free,Polyurethane,58132731.05,450160862.8493115
1.277931607,142989000000.0,2114.787716,0.143469933,fixed-fixed,Acrylic,52455982.67,243222020.885259
1.721677686,37245647814.0,7996.620908,0.101889403,fixed-free,Epoxy,4087531.024,129889147.48711461
1.725682509,45271783328.0,7624.222604,0.021803965,free-free,Epoxy,4950829.23,139096514.95885092
0.983581202,,7490.16315,0.096357118,fixed-fixed,Polyurethane,5157251.61,
0.655101602,96041612783.0,6951.385154,0.202515209,fixed-free,Silicone,5387429.866,388566173.93088776
0.835116442,129551000000.0,5437.158038,0.044464071,free-free,Epoxy,9957719.549,430215556.1902267
1.165017593,79412852655.0,4947.765233,0.139887398,fixed-free,Silicone,8519115.727,374423146.8339902
unknown,87434687864.0,1714.371735,0.044656026,free-free,Polyurethane,50446673.36,159707740.94133052
1.876015083,152540000000.0,3572.378562,0.105611682,free-free,Silicone,34474702.23,426901691.2588848
0.518563295,7769845039.0,3897.811467,0.028905701,fixed-fixed,Silicone,514404.7614,23222564.621481482
1.338433297,51547984368.0,2767.698054,0.094852951,free-free,Silicone,11724108.78,253600349.84860668
1.089969729,139512000000.0,6573.260532,0.144389858,fixed-free,Silicone,13687025.76,511128860.92461175
0.884769896,172998000000.0,4601.42086,0.075512417,free-free,Polyurethane,17622281.97,553813679.2619148
0.623806666,107814000000.0,1571.282181,0.136480076,free-free,Epoxy,23375467.87,394775621.7222726
1.052311369,,2408.393896,0.173701187,fixed-fixed,Acrylic,21645492.5,
1.904145912,21182109529.0,5724.751664,0.173151049,free-free,Silicone,3674895.304,28562770.262824893
0.966881938,93474137201.0,1524.730139,0.053207217,free-free,Epoxy,28967808.73,229056667.991353
,101193000000.0,7254.880543,0.092884309,fixed-free,Epoxy,9403088.225,265649117.0551263
1.401637055,50262144274.0,4262.362152,0.038718864,fixed-fixed,Polyurethane,8312740.337,224754186.58445692
1.089258515,59437701584.0,3914.698572,0.205750875,fixed-fixed,Epoxy,6237477.399,124820429.66939914
1.866353328,70935607044.0,5459.283445,0.185616904,fixed-fixed,Polyurethane,14117099.1,288517411.83543855
2.077763837,3946917460.0,7359.714936,0.106049916,free-free,Silicone,609810.2169,15147379.062791813
0.872373949,66227777400.0,,0.176290536,fixed-fixed,Silicone,8588016.239,173690487.12063062
1.121634202,40642770681.0,6111.111741,0.097856064,free-free,Acrylic,4633446.883,149175017.82135072
0.826698346,69037839970.0,4538.089895,0.134422951,free-free,Acrylic,6557285.092,172663426.05850664
0.954893698,24767349506.0,2730.013709,0.02605916,fixed-free,Acrylic,3617680.019,
0.579791016,186595000000.0,7594.908359,0.152237495,fixed-free,Epoxy,6913192.244,388177383.70237994
1.322957815,120278000000.0,6110.57886,0.032513833,fixed-free,Silicone,12523047.81,462735224.40870434
1.231446197,129379000000.0,5629.223683,0.171810204,fixed-free,Polyurethane,15588976.48,477266892.71010834
,161713000000.0,7283.099705,0.159716617,fixed-free,Acrylic,6877635.351,320037302.25388604
0.930263505,104392000000.0,6851.397096,0.146581961,free-free,Polyurethane,6979061.564,283907242.79518205
1.812495814,17527204181.0,5289.007072,0.016480099,free-free,Polyurethane,2934985.306,59683451.17724989
0.92361072,96355237741.0,6518.687127,0.066503055,fixed-fixed,Acrylic,6854039.332,160973697.2382523
0.738741554,102232000000.0,5811.081604,0.056437273,free-free,Silicone,7703770.995,419894784.2360263
1.355557089,141022000000.0,5484.33774,0.077032368,free-free,Acrylic,16158434.37,451626253.0251872
2.063169933,,5322.844423,0.027447692,fixed-free,Polyurethane,15568527.94,
0.838262622,27774391762.0,5719.547026,,free-free,Acrylic,1822659.346,29406065.477833282
1.610957179,54634146808.0,2166.049427,0.119669561,fixed-free,Polyurethane,20676956.25,155079849.6717171
1.614810627,71408171968.0,7254.338822,,fixed-fixed,Polyurethane,8746471.769,198545141.74306592
0.83516571,122694000000.0,7257.415552,0.084584921,fixed-fixed,Acrylic,7296775.973,295753911.52338326
1.409882029,102938000000.0,1133.4374,0.105955486,free-free,Epoxy,76087476.02,364158372.6807654
1.009757637,70411297366.0,6718.300403,0.118654072,fixed-fixed,Acrylic,5442484.208,287210618.27751094
1.409429314,182060000000.0,1666.222807,0.097746981,free-free,Epoxy,80204427.48,402053073.9001684
1.406788813,131171000000.0,3167.150696,0.18227838,fixed-fixed,Polyurethane,27419203.41,505712318.4236289
1.342672765,48914718943.0,5818.07915,0.095892982,fixed-free,Polyurethane,4979082.237,116387332.03380689
0.650957417,21377998082.0,,0.198913668,fixed-free,Epoxy,2712161.959,82837627.02770482
1.761525449,31689107155.0,6630.225918,0.176347458,fixed-free,Polyurethane,4273874.782,54673936.74791647
0.981450648,51803434701.0,6983.548923,0.04762133,fixed-free,Epoxy,3619582.67,117665323.95639995
,30365526640.0,4325.808257,0.171849758,free-free,Epoxy,2643286.163,
0.530183017,36619335942.0,988.7852486,0.034227641,fixed-fixed,Polyurethane,9906498.867,134641157.5725328
1.393581301,56413607427.0,3049.282787,0.173099449,free-free,Silicone,13609260.37,161274806.60812947
1.66409206,37560263869.0,5468.054395,0.085165357,fixed-free,Epoxy,4764278.125,124302814.8978713
0.573690707,178977000000.0,7675.502151,0.174148065,free-free,Acrylic,5791482.238,498594651.5097387
1.206720677,15407015873.0,5782.603453,0.163658342,fixed-fixed,Acrylic,1954103.192,33411557.80049097
0.860655836,115226000000.0,2606.617639,0.167434503,free-free,Polyurethane,14713311.89,281170597.5153063
1.460724595,84180336201.0,5805.816727,0.160885147,fixed-fixed,Silicone,10885195.93,163623801.6250346
0.779589266,195174000000.0,4893.15661,0.074428121,free-free,Polyurethane,15917914.73,605850284.8994509
1.523515563,20797601384.0,6347.817723,0.025184846,fixed-fixed,Silicone,2589320.318,40186498.47283307
1.065591157,76342387034.0,1640.040069,0.096851852,fixed-fixed,Epoxy,23014563.91,256302102.27680147
1.861188072,215088000000.0,6284.442399,0.039965871,fixed-free,Epoxy,27910647.11,451765534.7800743
0.738148426,183546000000.0,4968.742941,0.139458123,fixed-fixed,Epoxy,12469664.3,907198022.8831813
1.014639351,166240000000.0,7130.240139,0.074301947,fixed-free,Epoxy,10001857.2,408029561.5490853
0.640060192,48399432279.0,3361.896016,0.198214709,fixed-free,Acrylic,5204059.405,205361921.93471354
1.81429702,36957030834.0,5416.171805,0.138410206,fixed-free,Acrylic,6055979.968,82542359.84600173
1.891536543,128822000000.0,7820.135513,0.166098248,free-free,Polyurethane,16654777.98,383691368.5606955
0.860014312,197871000000.0,1764.096573,0.032085488,free-free,Silicone,47598457.55,410929176.9947849
1.409022878,112983000000.0,6530.540431,0.176739864,free-free,Epoxy,12076229.37,358372022.8448648
1.743152839,109901000000.0,5832.313855,0.204238174,free-free,Epoxy,16329893.41,368360012.0809352
1.303032151,56652121659.0,1552.211037,0.101102625,fixed-fixed,Silicone,27358595.57,159106810.07503077
1.245401816,156724000000.0,3094.638485,0.116348797,fixed-fixed,Silicone,30801944.91,172909024.5198767
0.854869007,39005305690.0,5516.541722,0.147849241,free-free,Polyurethane,2782512.325,
0.667797049,62747449707.0,1285.258728,0.044905822,fixed-fixed,Silicone,14200826.49,147901633.82149073
1.760238031,86528735134.0,5073.196262,0.117484005,fixed-fixed,Epoxy,14555470.56,314858538.03358036
1.686745562,108928000000.0,3250.880662,0.091779602,fixed-free,Epoxy,29274283.19,497467133.0003212
1.438306823,43259027521.0,5505.713265,0.035948483,fixed-free,Epoxy,6835445.455,201495681.6762144
0.983346796,,1315.235547,0.079341176,fixed-free,Epoxy,8962939.026,
1.083754845,124059000000.0,6520.620563,0.02268684,fixed-free,Epoxy,8753137.842,290562178.41466546
1.470439031,59529249748.0,7947.318225,0.015598253,fixed-fixed,Polyurethane,5476222.637,101977104.01082557
1.960055007,114938000000.0,7682.442465,0.036915571,free-free,Epoxy,13446644.58,206286434.8072071
1.862979166,33430015443.0,6145.394862,0.17809372,fixed-fixed,Polyurethane,4189091.115,115905887.57967474
1.711731862,102013000000.0,1896.145733,0.114021548,fixed-fixed,Epoxy,43379799.32,298154656.2563005
1.608467804,100888000000.0,6717.928047,0.193299196,fixed-fixed,Acrylic,13110664.46,472194135.5628925
0.650178197,11480384695.0,1164.777902,0.096028808,fixed-free,Acrylic,2599126.192,51959418.00193292
0.73421229,66176502782.0,1137.900408,0.060805003,fixed-free,Acrylic,21243665.05,172496935.40739986
1.964834724,28244385409.0,3157.367087,0.112152741,fixed-free,Acrylic,7560117.651,128197410.20057358
1.422958247,12708398518.0,3613.497166,0.09303808,free-free,Polyurethane,2015379.662,33181644.419279687
0.5095741,210057000000.0,6377.63635,0.032015069,fixed-fixed,Polyurethane,7889786.407,458677294.0772487
0.655082246,66240206433.0,5746.613305,0.129054777,free-free,Silicone,3394648.829,238507475.29490885
1.520854839,166721000000.0,4188.837077,0.050745106,fixed-free,Epoxy,31015521.83,593561261.5459199
0.49746177,54553491673.0,3204.989185,0.128629856,free-free,Acrylic,4427570.385,174245426.71576428
0.737892762,125352000000.0,8184.813667,,fixed-fixed,Polyurethane,6092936.968,203419284.4789164
1.441751539,148353000000.0,4172.721255,0.037689097,fixed-fixed,Epoxy,28425434.71,740786278.476408
1.647023043,122203000000.0,4057.739176,0.022109075,fixed-free,Epoxy,21915616.67,173899536.67933434
1.460651959,86866415647.0,1943.338852,0.152346855,fixed-free,Polyurethane,31450909.17,255772411.69924718
0.863003311,88521382595.0,6049.487794,0.097605191,free-free,Acrylic,5354636.656,279437103.2855889
1.565618467,72958786633.0,,0.020927394,fixed-free,Silicone,8513541.246,301388584.1472581
0.855811612,192694000000.0,2567.366124,0.186041936,fixed-free,Epoxy,32173187.43,866908887.1404561
0.960314739,158573000000.0,1664.903182,,fixed-fixed,Silicone,50450161.94,317303431.2352994
1.540669924,190317000000.0,5885.107132,0.145712955,fixed-free,Acrylic,28130857.41,656089716.9795256
1.363359219,24579917940.0,5273.514003,0.207559965,fixed-free,Acrylic,3264074.163,60322203.446315706
1.822611028,153028000000.0,3110.352973,0.060597988,fixed-fixed,Silicone,42224836.17,661661619.2162719
1.557554668,197621000000.0,8591.18899,,fixed-fixed,Acrylic,17778339.68,558356116.2754517
1.420886309,39418852908.0,2187.064428,0.036142697,free-free,Epoxy,13096706.29,148106511.17970306
0.622930607,12294279657.0,4207.276987,0.07299406,fixed-free,Silicone,1091595.569,47187470.627702884
1.066822172,143219000000.0,7438.253825,0.029646556,fixed-fixed,Acrylic,9788067.403,
0.88612199,128472000000.0,3795.158342,0.148217227,free-free,Silicone,13319261.3,386687565.818492
0.830281197,160841000000.0,5659.133424,0.02255812,free-free,Epoxy,12575710.05,491729224.6724002
2.01514942,29373365022.0,3714.075295,0.109584126,fixed-free,Acrylic,7042869.189,88248142.3452112
1.029713583,158800000000.0,2713.314056,0.189717146,fixed-free,Epoxy,29804336.01,329061574.97792935
1.743963623,43432471006.0,7359.56126,0.171033158,free-free,Acrylic,4561724.315,195774230.69710642
1.429647904,32068120218.0,4139.515078,0.135334992,fixed-fixed,Polyurethane,5748497.102,39001881.99093587
1.663049219,29392573012.0,7659.666263,0.067165206,free-free,Acrylic,3999989.521,88439568.97634596
1.308085321,168176000000.0,2395.792931,0.132787521,fixed-free,Silicone,41654083.59,253099801.56991327
1.280010176,128229000000.0,2445.322842,0.10101643,fixed-fixed,Acrylic,36654799.74,379834951.767122
1.227037748,111025000000.0,1125.607224,0.095690058,fixed-fixed,Epoxy,49792750.97,510479657.9802206
0.795795384,70869300952.0,5458.577267,0.035958703,free-free,Epoxy,4663636.2,275111846.8971283
1.613739686,180148000000.0,3277.827254,0.173700797,fixed-free,Acrylic,37406828.8,
0.87498933,82337144782.0,6487.157836,0.094487411,free-free,Silicone,5008107.016,128830913.56446266
0.551008917,170555000000.0,4642.995292,0.048937947,free-free,Polyurethane,10292178.31,487432441.4073884
1.41464139,85571637649.0,7863.167742,0.082082363,free-free,Silicone,8761204.197,311867548.40235925
0.765688256,80676894734.0,2395.981077,0.088203191,fixed-fixed,Polyurethane,11858031.74,386603797.7162368
1.99870619,87147645109.0,7099.427521,0.161850346,fixed-fixed,Epoxy,10827252.76,327522012.6365544
2.030707604,59293130015.0,6425.367916,0.147557795,fixed-free,Silicone,9261998.188,69047064.9336293
1.854074138,140466000000.0,6692.897167,0.151389744,fixed-free,Polyurethane,22767053.61,470277875.80113214
,98195808352.0,7088.309568,0.011891964,free-free,Acrylic,7243981.141,145094304.44029158
0.562858689,45430343230.0,6514.528494,0.091352826,free-free,Epoxy,1919398.838,182876652.5103785
1.891582659,174482000000.0,5237.723657,0.097361521,free-free,Acrylic,32210457.72,729633855.6476332
1.12841093,73506451771.0,1920.9054,0.012936065,fixed-free,Epoxy,22598698.6,106031188.37307265
1.797868966,116956000000.0,1216.175815,0.063707836,fixed-fixed,Silicone,91966393.27,403816635.4363689
1.908273786,169805000000.0,6711.805585,0.167700961,fixed-fixed,Silicone,22238810.07,827092140.7140782
1.873820249,122438000000.0,5155.418556,0.034723001,free-free,Epoxy,21591624.56,418583485.7503231
0.848506756,23002186119.0,7111.095848,0.108875209,free-free,Epoxy,1714155.886,92576390.94365743
1.076007217,170898000000.0,4194.091767,0.045189191,free-free,Epoxy,23797341.14,367344419.47089416
1.757082268,137714000000.0,1872.31959,0.011312897,free-free,Silicone,64184416.4,378780799.2317933
0.902718295,67004722698.0,1747.15562,0.055866705,fixed-free,Polyurethane,17300313.97,283922856.8030911
0.740229933,26142437150.0,5200.25327,0.206612017,fixed-fixed,Acrylic,1747622.403,120850227.40923673
1.357292859,155103000000.0,4164.998126,0.170836687,free-free,Acrylic,27791820.6,179132527.03437853
1.893577059,125954000000.0,2526.865237,0.184575497,fixed-free,Silicone,45313916.25,547792860.9799511
1.515553139,110628000000.0,3985.861254,0.096707956,free-free,Acrylic,17281225.1,228682056.71818522
1.410855346,203685000000.0,1390.059506,0.031313778,free-free,Epoxy,79209696.71,487768930.53022766
0.675740216,151595000000.0,5230.553374,0.117084893,fixed-fixed,Polyurethane,10028364.75,514777691.3911936
1.386678577,29662157199.0,2953.020793,0.092216153,free-free,Acrylic,7521126.624,107894265.50223194
1.89738788,60572582630.0,6085.769135,0.160032649,fixed-fixed,Polyurethane,9395044.936,281249219.25071305
0.751320913,51507139658.0,2960.060779,0.026468012,fixed-fixed,Epoxy,5393178.651,124308313.62265104
1.266146613,149101000000.0,,0.10970003,fixed-fixed,Acrylic,22343475.59,442182003.56207526
1.886396034,6628884555.0,1109.080248,0.039791963,fixed-free,Silicone,5631112.429,9849628.914295956
1.644291477,120545000000.0,1425.135644,0.071258675,fixed-free,Polyurethane,62058553.79,278734878.2334002
1.590721025,157365000000.0,3543.900085,0.155367315,fixed-fixed,Epoxy,33639730.92,662489880.3058302
1.503241618,156323000000.0,4227.586058,0.097843047,free-free,Polyurethane,32417656.46,645036494.2145427
1.020146428,63237581093.0,4984.311416,0.07980112,fixed-fixed,Acrylic,6513570.066,245085205.12657097
0.907053689,179951000000.0,2978.382796,0.084326296,free-free,Acrylic,27654449.15,536219370.11957026
1.658688601,23478352612.0,5895.685165,,fixed-fixed,Silicone,3198370.803,110922521.36283673
1.691358776,159441000000.0,6545.327798,0.144363484,free-free,Epoxy,19251167.0,187647555.6782428
1.720605386,25450989481.0,6207.521918,0.180094387,fixed-free,Epoxy,3880434.323,84076224.42813234
1.956362307,70290956346.0,1282.466624,0.189719523,free-free,Silicone,57751215.1,292433324.9895023
1.223212535,167896000000.0,4272.644945,0.161441721,fixed-fixed,Silicone,23051256.05,631023695.5803386
1.277349155,30546822126.0,1770.76228,0.069416043,fixed-free,Epoxy,11006138.84,82083570.48167346
1.691459566,46586718918.0,2877.483164,0.151214894,free-free,Polyurethane,15824198.39,86884086.49453078
1.428568466,141149000000.0,7873.030274,0.096198838,free-free,Polyurethane,13562298.97,624112798.4412358
1.371404834,141862000000.0,1956.857184,0.062775319,free-free,Silicone,56293897.55,676472766.1816341
,122142000000.0,4293.966618,0.173954086,free-free,Polyurethane,24373846.12,280272773.4454147
1.733421145,130684000000.0,5120.189312,0.016870094,free-free,Epoxy,24563449.83,381918723.0970638
0.980428192,109702000000.0,5912.545397,0.172634189,fixed-free,Acrylic,9819958.448,159985511.00840053
1.114408854,51167931777.0,5026.515093,0.101855618,fixed-free,Acrylic,5427829.524,171618268.27023363
0.626103517,,1070.549663,0.131564164,fixed-free,Polyurethane,20300423.15,
1.386292244,36962476319.0,3223.817501,0.12937697,fixed-free,Silicone,7552714.63,57011237.60702326
0.614819132,194544000000.0,4525.827667,0.162378207,fixed-fixed,Silicone,10766639.63,559846643.3022856
1.253625788,113551000000.0,,0.135634777,fixed-free,Silicone,44625485.85,365046815.5688157
1.292296495,77358503092.0,3502.185624,0.137410462,free-free,Silicone,15849080.62,361648701.7270222
0.921354327,99392541649.0,1266.081325,0.022380104,free-free,Silicone,34351405.07,490997959.2344374
1.447411343,186336000000.0,,0.105625086,fixed-free,Polyurethane,78012343.33,243809332.57193857
0.571383628,31435341930.0,3852.319385,0.038540004,free-free,Acrylic,2256936.711,150348079.49419117
unknown,113963000000.0,2032.242365,0.15630795,fixed-free,Acrylic,14976171.76,437869766.6067831
1.853592167,115471000000.0,5174.76683,0.099234666,free-free,Polyurethane,18947127.41,244151116.26524362
1.097997618,119095000000.0,5412.895068,0.144612742,fixed-fixed,Silicone,11782738.3,395637065.69352216
0.676878183,3676829589.0,6828.31725,0.018174751,fixed-fixed,Polyurethane,198356.6982,13590272.058813918
1.268411875,171036000000.0,2428.020627,0.026238841,fixed-free,Acrylic,45970756.38,399074366.6644022
,181489000000.0,2032.016817,0.148228198,fixed-free,Epoxy,76267730.7,276484675.6933363
0.822635279,112241000000.0,1644.629165,0.023966487,fixed-free,Polyurethane,26870799.54,430883797.66586053
1.369389026,136447000000.0,5368.861925,0.023832922,free-free,Silicone,19296899.53,416687222.3365305
0.608839754,176561000000.0,5756.834335,0.012978121,fixed-free,Acrylic,9832439.827,480250374.6921703
0.672372178,124708000000.0,1288.356282,0.194486518,fixed-fixed,Acrylic,31577329.82,177639308.99512038
1.293521147,31600448303.0,6754.216097,0.153685401,free-free,Acrylic,2653574.841,96891995.3254692
1.261433726,112111000000.0,1326.78366,0.072723616,fixed-free,Acrylic,53141470.24,274907671.9111512
1.399443534,111799000000.0,4626.745534,0.063625626,free-free,Silicone,16037710.96,372034888.7383494
1.54391682,87850373993.0,5534.356397,0.081776466,free-free,Epoxy,11707790.27,221972392.97121164
1.966618515,149296000000.0,7250.446331,0.154621359,fixed-free,Acrylic,20902812.27,
1.201213247,179611000000.0,5835.144841,0.137901863,free-free,Polyurethane,20239226.28,334405991.6986409
0.992187866,180561000000.0,6928.962274,0.041761288,fixed-fixed,Epoxy,13885230.68,208788557.71384716
1.648960776,95460367607.0,,0.042493678,fixed-fixed,Acrylic,24255937.17,187909525.39521012
0.943245289,23220928931.0,7009.158467,0.029205499,free-free,Epoxy,1537561.287,110436138.48570032
1.055183085,198944000000.0,1823.304959,0.138959396,fixed-free,Polyurethane,72488250.39,487510952.3587325
0.576684389,174113000000.0,7252.686461,0.154007094,free-free,Acrylic,7443741.225,597962805.5248882
0.533123081,24901914518.0,4887.698208,0.063610224,fixed-fixed,Polyurethane,1405329.979,103354659.69561097
1.996739108,188219000000.0,6869.566701,0.014709058,free-free,Silicone,25046884.83,932587177.9904125
1.763569609,,4337.167562,0.025595038,free-free,Acrylic,36363326.98,
1.629296902,95066189411.0,5543.312947,0.201308677,fixed-fixed,Acrylic,14730058.99,116905905.25553772
,125007000000.0,4529.7266,0.062276018,free-free,Acrylic,13019303.54,498231027.38736385
0.73004274,80714722855.0,5867.682803,0.150589138,free-free,Acrylic,4480897.733,244968971.8177176
0.70324783,12209796612.0,1561.933319,0.13455597,fixed-free,Silicone,2596228.545,45351314.141107626
0.880233867,70754631287.0,1453.44888,0.086901346,fixed-free,Acrylic,20628797.2,79307633.80288066
1.327343801,166003000000.0,2714.643484,0.050281,fixed-fixed,Epoxy,40100312.84,513020922.9220653
1.674660154,844381925.6,2096.380626,0.035498101,fixed-fixed,Acrylic,354344.5777,2994586.3275562185
unknown,69232194053.0,7252.231202,0.135622339,fixed-fixed,Silicone,7114816.354,339396417.98408467
0.978464859,82651752528.0,2205.097909,0.149876733,fixed-free,Acrylic,13854906.31,147311552.2871482
2.111205381,111277000000.0,8922.080305,0.144119989,fixed-fixed,Epoxy,14350879.21,406120839.8941159
1.569161336,192745000000.0,3358.61142,0.108208404,fixed-fixed,Silicone,42247914.7,750283814.1690775
1.367260961,72950711467.0,2196.803689,0.015648117,fixed-fixed,Silicone,20641327.83,183196772.12761873
1.446041861,70476706980.0,7221.824994,0.191120421,fixed-free,Epoxy,7953407.145,308314272.00057375
1.11007776,,5655.344552,0.150630493,free-free,Epoxy,15977654.9,
0.902430193,91367845352.0,4442.37716,0.065609421,fixed-fixed,Epoxy,7864191.757,394332262.5102935
0.981305816,43915910284.0,5084.024847,0.188829056,free-free,Epoxy,4680055.383,69001992.52189507
1.490644127,85122891269.0,6241.717457,0.135955544,fixed-fixed,Epoxy,12728986.47,162162754.71033028
0.542826468,26728079372.0,2533.53847,0.125316665,free-free,Silicone,2957584.511,
0.697276671,34790361097.0,8040.571093,0.155257392,fixed-free,Silicone,1486712.45,46945918.10590522
